MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature,label
4.93,2.23,2.44,6.77,1.63,60.48,63.16,1.2,25.2,5.88,85.0,39.1,spoiled
4.95,2.23,2.44,6.77,1.65,59.49,62.53,1.2,25.44,5.86,84.8,39.2,spoiled
4.95,2.23,2.44,6.8,1.79,60.99,63.16,1.2,25.69,5.9,85.0,39.2,spoiled
5.02,2.26,2.45,6.77,1.84,60.48,63.81,1.2,25.57,5.88,85.1,39.2,spoiled
5.04,2.24,2.44,6.83,1.8,61.5,64.47,1.18,25.57,5.83,85.1,39.2,spoiled
5.04,2.24,2.47,6.77,2.09,60.48,64.47,1.22,25.44,5.86,85.0,39.1,spoiled
5.06,2.24,2.44,6.85,1.81,60.99,64.47,1.23,25.57,5.9,85.0,39.2,spoiled
5.04,2.24,2.45,6.83,1.81,61.5,64.47,1.22,25.57,5.83,85.0,39.2,spoiled
5.13,2.26,2.45,6.83,1.79,59.49,64.47,1.22,25.82,5.88,84.8,39.2,spoiled
5.22,2.27,2.45,6.8,1.81,60.99,64.47,1.24,25.69,5.86,84.8,39.2,spoiled
4.99,2.29,2.47,6.8,1.81,59.98,63.16,1.22,26.07,5.86,84.8,39.2,spoiled
5.04,2.3,2.47,6.85,1.81,61.5,64.47,1.23,26.2,5.83,84.7,39.2,spoiled
5.04,2.29,2.47,6.83,1.83,64.76,62.53,1.24,26.2,5.88,85.0,39.2,spoiled
5.04,2.27,2.47,6.83,1.86,61.5,62.53,1.24,26.33,5.9,85.0,39.2,spoiled
5.02,2.29,2.45,6.8,1.9,59.98,63.16,1.22,26.2,5.86,84.9,39.2,spoiled
5.04,2.27,2.45,6.83,1.9,61.5,64.47,1.22,26.47,5.81,85.0,39.2,spoiled
5.06,2.27,2.45,6.88,1.89,62.02,65.15,1.21,26.47,5.88,85.1,39.2,spoiled
5.15,2.27,2.44,6.85,1.89,59.49,62.53,1.22,26.47,5.9,85.1,39.2,spoiled
5.13,2.26,2.45,6.8,1.9,61.5,65.15,1.21,26.33,5.9,85.1,39.2,spoiled
4.99,2.24,2.44,6.8,1.9,61.5,70.24,1.21,26.2,5.9,85.1,39.2,spoiled
4.97,2.24,2.45,6.77,1.9,60.48,62.53,1.22,26.2,5.88,85.1,39.3,spoiled
4.97,2.21,2.45,6.77,1.89,60.99,63.81,1.22,26.2,5.95,85.0,39.3,spoiled
5.02,2.23,2.44,6.8,1.87,62.02,64.47,1.23,26.07,5.95,85.0,39.3,spoiled
4.93,2.26,2.44,6.83,1.85,60.48,63.16,1.22,25.95,5.78,84.9,39.2,spoiled
5.02,2.24,2.44,6.83,1.86,62.02,64.47,1.2,26.33,5.93,84.9,39.3,spoiled
5.1,2.24,2.45,6.85,1.86,60.99,65.15,1.21,26.47,5.81,84.8,39.3,spoiled
5.04,2.24,2.44,6.85,1.9,59.98,63.81,1.01,26.86,5.98,84.8,39.3,spoiled
5.13,2.27,2.45,6.83,1.95,61.5,64.47,1.23,26.33,5.93,84.8,39.2,spoiled
5.13,2.29,2.47,6.88,1.92,61.5,64.47,1.23,26.33,5.88,84.6,39.3,spoiled
5.19,2.29,2.47,6.83,1.91,60.48,62.53,1.22,26.47,5.95,84.3,39.3,spoiled
5.1,2.29,2.45,6.83,1.92,59.49,63.81,1.23,26.47,5.9,84.5,39.3,spoiled
5.15,2.29,2.45,6.83,1.92,62.02,63.16,1.23,26.47,5.88,84.5,39.3,spoiled
5.17,2.29,2.45,6.88,1.92,60.48,62.53,1.21,26.6,5.93,84.5,39.3,spoiled
5.15,2.27,2.47,6.88,1.94,60.48,63.16,1.21,29.15,5.93,84.6,39.3,spoiled
4.99,2.27,2.45,6.83,1.99,61.5,63.16,1.23,26.6,5.88,84.6,39.3,spoiled
4.99,2.29,2.47,6.88,2.0,60.48,63.81,1.23,26.47,5.76,84.6,39.3,spoiled
5.04,2.27,2.47,6.88,2.03,62.02,65.15,1.23,26.47,5.76,84.6,39.3,spoiled
5.42,2.3,2.45,6.8,2.03,60.99,63.81,1.22,26.33,5.76,84.5,39.3,spoiled
5.1,2.27,2.45,6.83,2.02,60.48,63.81,1.23,26.2,5.78,84.5,39.3,spoiled
5.13,2.29,2.45,6.8,2.01,60.48,63.81,1.23,25.95,5.76,84.5,39.3,spoiled
5.06,2.29,2.45,6.85,2.0,60.99,64.47,1.21,25.82,5.22,84.5,39.3,spoiled
5.06,2.29,2.47,6.83,1.99,61.5,63.16,1.23,25.69,5.83,84.6,39.3,spoiled
5.08,2.27,2.47,6.88,1.97,59.98,62.53,1.22,26.07,5.76,84.6,39.3,spoiled
5.1,2.26,2.45,6.85,1.96,59.98,63.81,1.21,25.82,5.83,84.6,39.3,spoiled
5.08,2.32,2.42,6.8,1.99,61.5,64.47,1.23,25.82,5.76,84.6,39.3,spoiled
5.08,2.27,2.45,6.8,1.96,60.48,63.81,1.22,25.95,5.81,84.4,39.3,spoiled
5.1,2.27,2.45,6.85,1.95,60.48,62.53,1.21,25.95,5.81,84.5,39.3,spoiled
5.04,2.17,2.45,6.8,1.96,60.48,62.53,1.24,25.82,5.81,84.5,39.3,spoiled
5.08,2.3,2.47,6.88,1.94,60.48,62.53,1.22,25.69,5.78,84.6,39.4,spoiled
5.1,2.33,2.47,6.85,1.92,60.48,63.16,1.24,25.69,5.86,84.4,39.4,spoiled
5.15,2.3,2.47,6.88,1.92,59.98,62.53,1.22,26.07,5.78,83.8,39.4,spoiled
5.13,2.33,2.47,6.24,1.9,60.99,63.16,1.24,25.95,5.78,84.2,39.4,spoiled
5.15,2.32,2.47,6.88,1.94,59.98,63.81,1.23,26.2,5.78,84.0,39.3,spoiled
5.15,2.32,2.47,6.91,1.94,60.48,64.47,1.23,26.33,5.88,84.2,39.3,spoiled
5.15,2.29,2.48,6.83,1.96,61.5,63.16,1.24,26.2,5.83,84.3,39.3,spoiled
5.13,2.3,2.47,6.85,1.95,61.5,63.16,1.23,26.2,5.78,84.4,39.4,spoiled
5.1,2.27,2.45,6.83,1.92,59.49,62.53,1.21,26.47,5.83,84.4,39.3,spoiled
5.13,2.29,2.45,6.83,1.92,60.48,63.81,1.22,26.33,5.76,84.5,39.4,spoiled
5.13,2.3,2.47,6.83,1.92,62.02,63.16,1.24,26.2,5.88,84.4,39.3,spoiled
5.13,2.32,2.45,6.85,1.9,60.99,64.47,1.24,26.33,5.81,84.2,39.3,spoiled
5.1,2.3,2.45,6.83,1.91,61.5,63.16,1.24,26.2,5.81,84.2,39.3,spoiled
5.13,2.3,2.47,6.88,1.9,59.98,63.16,1.24,26.47,5.88,84.4,39.3,spoiled
5.1,2.27,2.47,6.83,1.94,59.98,62.53,1.24,26.73,5.9,84.5,39.4,spoiled
5.17,2.32,2.47,6.85,1.95,60.99,65.15,1.23,26.86,5.86,84.5,39.3,spoiled
5.13,2.3,2.47,6.88,1.96,60.99,62.53,1.24,26.73,5.9,84.2,39.3,spoiled
5.13,2.29,2.47,6.91,1.96,60.99,63.81,1.24,26.73,5.9,84.5,39.3,spoiled
5.13,2.27,2.48,6.88,1.99,59.98,62.53,1.24,27.0,5.93,84.6,39.4,spoiled
5.17,2.27,2.47,6.88,1.96,60.99,64.47,1.24,26.73,5.93,84.7,39.3,spoiled
5.1,2.26,2.48,6.83,1.99,84.04,64.47,1.22,26.86,6.0,84.7,39.4,spoiled
5.15,2.29,2.47,6.88,1.97,60.48,64.47,1.26,27.0,5.93,84.7,39.3,spoiled
5.13,2.26,2.47,6.85,1.99,59.98,62.53,1.24,27.14,6.0,84.7,39.3,spoiled
5.15,2.26,2.47,6.91,2.03,61.5,63.16,1.24,27.0,6.0,84.7,39.3,spoiled
5.15,2.29,2.48,6.85,2.41,61.5,63.81,1.22,27.14,5.95,84.8,39.3,spoiled
5.15,2.29,2.48,6.85,2.42,60.99,63.16,1.24,27.14,6.0,84.8,39.3,spoiled
5.17,2.33,2.47,6.88,2.38,60.48,62.53,1.24,27.14,5.98,84.8,39.4,spoiled
5.15,2.33,2.47,6.85,2.34,59.49,62.53,1.24,27.0,5.98,84.2,39.3,spoiled
5.17,2.32,2.48,6.8,2.3,60.99,64.47,1.26,27.0,5.95,84.4,39.4,spoiled
5.17,2.3,2.48,6.85,2.27,61.5,64.47,1.26,27.14,5.95,84.5,39.4,spoiled
5.15,2.29,2.45,6.77,2.2,59.98,62.53,1.24,27.0,6.03,84.6,39.3,spoiled
5.13,2.27,2.48,6.83,2.16,59.98,64.47,1.26,27.14,5.95,84.6,39.4,spoiled
5.13,2.29,2.47,6.85,2.11,59.98,62.53,1.24,26.86,5.95,84.6,39.4,spoiled
5.17,2.29,2.47,6.83,2.1,60.99,63.16,1.24,26.6,5.95,84.6,39.4,spoiled
5.17,2.26,2.47,6.85,2.07,60.48,63.81,1.23,26.86,5.98,84.6,39.4,spoiled
5.13,2.29,2.48,6.88,2.05,60.99,64.47,1.26,26.73,5.95,84.5,39.4,spoiled
5.19,2.3,2.47,6.88,2.06,61.5,64.47,1.24,26.86,5.95,84.4,39.4,spoiled
5.17,2.32,2.48,6.74,2.03,61.5,64.47,1.23,26.86,5.95,84.5,39.4,spoiled
5.13,2.33,2.47,6.88,2.02,62.02,64.47,1.23,26.86,5.88,83.9,39.4,spoiled
5.15,2.32,2.48,6.85,2.01,62.02,64.47,1.24,26.6,5.9,84.0,39.4,spoiled
5.19,2.3,2.5,6.85,2.01,60.99,64.47,1.23,27.14,5.98,84.1,39.4,spoiled
5.13,2.32,2.5,6.83,2.02,60.99,64.47,1.27,26.6,5.93,84.2,39.4,spoiled
5.04,2.29,2.78,6.85,2.02,59.98,63.16,1.24,27.0,5.98,84.2,39.4,spoiled
5.15,2.35,2.47,6.88,2.0,60.48,62.53,1.23,27.14,5.9,84.3,39.4,spoiled
5.13,2.33,2.48,6.77,2.01,60.48,62.53,1.26,26.73,5.88,84.0,39.4,spoiled
5.13,2.29,2.5,6.88,2.0,61.5,64.47,1.26,27.0,5.88,84.1,39.4,spoiled
5.13,2.33,2.5,6.88,2.0,60.99,63.81,1.27,26.73,5.88,84.2,39.5,spoiled
5.13,2.29,2.5,6.83,2.01,60.99,63.16,1.26,27.0,5.95,84.3,39.5,spoiled
5.17,2.3,2.48,6.85,2.02,60.99,64.47,1.27,26.86,5.93,84.4,39.5,spoiled
5.15,2.32,2.48,6.8,2.09,60.99,63.16,1.23,26.86,5.95,84.4,39.4,spoiled
5.19,2.32,2.48,6.8,2.0,61.5,64.47,1.26,26.47,5.98,84.4,39.4,spoiled
5.13,2.3,2.5,6.83,1.99,62.02,62.53,1.23,26.73,5.95,84.4,39.4,spoiled
5.15,2.3,2.48,6.83,2.0,59.49,62.53,1.26,26.6,5.98,84.5,39.4,spoiled
5.17,2.29,2.5,6.83,1.96,61.5,64.47,1.26,26.47,5.98,84.5,39.6,spoiled
5.15,2.3,2.5,6.8,1.95,60.99,63.16,1.24,26.86,5.95,84.5,39.4,spoiled
5.13,2.29,2.5,6.88,1.95,62.02,64.47,1.27,26.47,5.95,84.5,39.4,spoiled
5.17,2.29,2.5,6.88,1.62,51.68,63.16,1.26,26.73,6.03,84.6,39.4,spoiled
5.17,2.29,2.48,6.83,1.94,61.5,63.16,1.26,26.73,6.0,84.5,39.4,spoiled
5.15,2.27,2.48,6.83,1.92,62.02,62.53,1.27,26.73,6.03,84.5,39.4,spoiled
5.13,2.3,2.51,6.85,1.9,62.55,64.47,1.28,26.47,5.98,84.5,39.5,spoiled
5.19,2.27,2.5,6.88,1.87,61.5,63.81,1.26,26.86,6.0,84.5,39.4,spoiled
5.17,2.29,2.48,6.85,1.87,61.5,63.16,1.26,26.73,5.98,84.5,39.4,spoiled
5.17,2.32,2.5,6.88,1.87,62.02,63.16,1.24,26.86,5.95,84.6,39.5,spoiled
5.17,2.32,2.48,6.85,1.85,60.99,53.69,1.27,26.47,5.93,84.5,39.4,spoiled
5.15,2.27,2.48,6.85,1.84,60.48,62.53,1.24,26.73,5.98,84.6,39.4,spoiled
5.15,2.27,2.5,6.8,1.84,62.02,65.15,1.24,26.6,5.98,84.6,39.4,spoiled
5.13,2.3,2.5,6.83,1.81,63.09,63.81,1.26,26.07,5.93,84.6,39.4,spoiled
5.13,2.27,2.48,6.77,1.81,60.99,62.53,1.26,26.2,5.98,84.6,39.5,spoiled
5.15,2.27,2.48,6.83,1.79,62.02,64.47,1.27,25.95,5.95,84.6,39.4,spoiled
5.13,2.27,2.48,6.77,1.79,61.5,64.47,1.26,26.07,5.93,84.5,39.5,spoiled
5.15,2.26,2.48,6.83,1.76,61.5,65.15,1.24,26.2,5.98,84.5,39.4,spoiled
5.1,2.29,2.47,6.74,1.74,60.48,64.47,1.23,25.95,5.93,84.5,39.4,spoiled
5.1,2.26,2.5,6.77,1.72,62.02,63.16,1.27,25.95,5.95,84.4,39.4,spoiled
4.99,2.17,2.42,6.72,1.67,60.99,63.16,1.2,25.69,5.88,84.5,39.4,spoiled
5.04,2.23,2.42,6.72,1.72,62.02,64.47,1.21,25.32,5.9,84.5,39.4,spoiled
5.04,2.24,2.45,6.72,1.72,62.02,64.47,1.23,24.95,5.9,84.5,39.4,spoiled
5.02,2.24,2.44,6.72,1.7,60.99,63.16,1.21,24.59,5.83,84.4,39.4,spoiled
5.15,2.27,2.48,6.83,1.73,60.48,63.16,1.24,25.2,5.98,84.4,39.4,spoiled
5.15,2.29,2.5,6.8,1.73,62.02,63.16,1.27,25.44,5.95,84.4,39.4,spoiled
5.15,2.27,2.48,6.83,1.7,60.99,63.16,1.24,25.44,5.98,84.5,39.4,spoiled
5.13,2.27,2.47,6.8,1.68,62.02,64.47,1.27,25.07,5.95,84.5,39.4,spoiled
5.15,2.27,2.5,6.8,1.7,62.02,64.47,1.28,25.32,5.93,84.5,39.4,spoiled
5.15,2.29,2.47,6.83,1.67,60.48,64.47,1.24,25.57,5.93,84.5,39.4,spoiled
5.19,2.29,2.48,6.83,1.67,60.48,63.16,1.27,25.44,5.93,84.5,39.4,spoiled
5.15,2.27,2.5,6.83,1.66,60.48,63.16,1.01,25.57,5.95,84.6,39.4,spoiled
5.15,2.26,2.48,6.8,1.66,60.48,63.16,1.27,25.69,6.0,84.5,39.3,spoiled
5.15,2.27,2.48,6.85,1.64,61.5,65.83,1.27,25.69,5.95,84.6,39.4,spoiled
5.1,2.23,2.48,6.8,1.63,60.99,63.81,1.27,25.82,5.95,84.6,39.4,spoiled
5.1,2.23,2.45,6.8,1.59,61.5,65.15,1.22,25.69,5.88,84.5,39.4,spoiled
5.1,2.27,2.48,6.8,1.62,62.02,63.16,1.28,25.69,5.95,84.5,39.4,spoiled
5.13,2.26,2.5,6.8,1.6,60.99,63.81,1.28,25.69,5.93,84.5,39.5,spoiled
5.15,2.26,2.5,6.8,1.59,62.02,64.47,1.29,29.15,5.98,84.5,39.5,spoiled
5.15,2.26,2.48,6.77,1.59,61.5,63.81,1.27,25.82,5.98,84.5,39.5,spoiled
5.13,2.26,2.48,6.77,1.57,60.99,63.81,1.26,25.95,5.98,84.5,39.5,spoiled
5.06,2.23,2.48,6.74,1.56,60.99,63.16,1.24,25.82,5.93,84.4,39.5,spoiled
5.1,2.23,2.5,6.77,1.58,62.02,64.47,1.27,25.69,5.98,84.4,39.5,spoiled
5.13,2.27,2.5,6.83,1.58,61.5,63.16,1.26,26.2,5.93,84.4,39.5,spoiled
5.13,2.26,2.48,6.8,1.58,61.5,63.81,1.26,26.2,5.98,84.5,39.5,spoiled
5.17,2.29,2.5,6.83,1.58,62.02,65.83,1.27,26.07,5.93,84.4,39.5,spoiled
5.33,2.33,2.51,6.83,1.59,60.99,63.81,1.28,26.07,5.95,84.2,39.5,spoiled
5.15,2.3,2.51,6.83,1.73,62.02,64.47,1.28,26.07,5.95,84.1,39.5,spoiled
5.15,2.27,2.48,6.83,1.91,62.02,63.16,1.28,26.2,6.03,84.3,39.5,spoiled
5.15,2.33,2.51,6.85,1.95,62.02,63.81,1.28,26.33,5.95,84.6,39.4,spoiled
5.15,2.32,2.48,6.85,1.95,60.99,63.16,1.26,26.47,6.0,84.5,39.4,spoiled
5.17,2.29,2.5,6.83,1.97,62.02,65.15,1.23,26.6,5.98,84.5,39.4,spoiled
5.17,2.27,2.48,6.85,2.02,60.99,64.47,1.24,26.6,5.88,84.6,39.5,spoiled
5.17,2.3,2.5,6.85,2.06,62.02,64.47,1.23,26.6,5.95,84.7,39.4,spoiled
5.19,2.36,2.5,6.88,2.05,60.99,64.47,1.26,26.6,5.95,84.9,39.4,spoiled
5.17,2.38,2.5,6.83,2.06,62.02,65.15,1.23,26.33,5.98,84.0,39.4,spoiled
5.1,2.38,2.48,6.91,2.07,60.48,62.53,1.26,26.2,5.93,84.2,39.4,spoiled
5.22,2.38,2.5,6.85,2.1,62.02,63.16,1.26,26.33,6.0,84.5,39.3,spoiled
5.28,2.78,2.5,6.88,2.14,60.48,64.47,1.23,26.6,6.03,84.5,39.3,spoiled
5.19,2.47,2.48,6.88,2.19,61.5,64.47,1.23,26.33,5.9,84.8,39.4,spoiled
5.17,2.32,2.48,6.85,2.42,61.5,64.47,1.23,26.73,5.95,85.0,39.3,spoiled
5.15,2.32,2.48,6.91,2.51,62.02,62.53,1.26,26.6,6.0,85.1,39.3,spoiled
5.19,2.41,2.48,6.88,2.49,60.48,62.53,1.26,26.47,5.98,84.9,39.3,spoiled
5.19,2.41,2.44,6.88,2.52,62.02,64.47,1.22,26.6,5.95,84.3,39.3,spoiled
5.26,2.44,2.51,6.88,2.56,60.99,63.16,1.23,26.73,6.0,84.2,39.4,spoiled
5.24,2.44,2.51,6.91,2.55,61.5,64.47,1.24,26.47,5.98,84.5,39.4,spoiled
5.22,2.42,2.51,6.91,2.56,62.02,62.53,1.26,26.47,5.93,84.6,39.3,spoiled
5.24,2.54,2.54,6.88,2.56,62.02,62.53,1.26,26.47,5.98,84.5,39.3,spoiled
5.26,2.56,2.51,6.94,2.63,62.02,62.53,1.23,26.47,5.93,83.8,39.3,spoiled
5.33,2.62,2.53,6.94,2.7,60.99,63.16,1.26,26.86,6.0,83.7,39.3,spoiled
5.33,2.63,2.56,6.96,2.7,62.02,63.81,1.23,27.69,6.05,83.7,39.2,spoiled
5.35,2.6,2.54,6.96,2.8,61.5,63.81,1.26,27.27,6.0,83.9,39.2,spoiled
5.38,2.59,2.54,6.99,3.07,61.5,61.9,1.24,27.0,6.0,84.0,39.2,spoiled
5.33,2.65,2.56,6.96,3.11,62.02,63.16,1.27,27.0,6.03,84.3,39.2,spoiled
5.4,2.65,2.56,6.94,3.22,60.48,62.53,1.26,27.27,6.03,83.3,39.2,spoiled
5.35,2.62,2.56,6.96,3.27,62.02,63.81,1.27,27.69,6.05,83.7,39.3,spoiled
5.35,2.63,2.58,7.02,3.27,62.02,63.16,1.28,27.55,6.08,84.1,39.3,spoiled
5.38,2.67,2.58,6.99,3.24,60.99,62.53,1.27,27.41,6.05,84.1,39.3,spoiled
5.42,2.65,2.58,6.96,3.27,60.48,62.53,1.24,27.83,6.1,83.9,39.2,spoiled
5.4,2.59,2.54,6.99,3.33,60.48,62.53,1.23,27.83,6.1,83.9,39.2,spoiled
5.35,2.6,2.51,6.91,3.39,60.48,62.53,1.24,27.41,6.0,84.4,39.2,spoiled
5.35,2.59,2.56,6.99,3.39,62.02,64.47,1.26,27.97,6.08,84.5,39.2,spoiled
5.38,2.62,2.56,6.96,3.36,60.48,62.53,1.27,27.55,6.1,84.5,39.2,spoiled
5.35,2.6,2.53,6.91,3.39,60.48,62.53,1.22,27.41,6.03,84.5,39.2,spoiled
5.35,2.6,2.53,6.91,3.48,63.64,63.81,1.2,27.83,6.05,84.3,39.2,spoiled
5.45,2.6,2.53,6.91,3.51,60.48,62.53,1.22,27.69,6.03,84.5,39.2,spoiled
5.35,2.6,2.53,6.96,3.48,60.48,63.81,1.23,27.69,6.0,84.4,39.2,spoiled
5.38,2.57,2.56,7.05,3.44,60.48,62.53,1.27,27.97,6.1,84.6,39.2,spoiled
5.38,2.56,2.54,6.96,3.38,60.48,62.53,1.27,27.0,6.05,84.9,39.2,spoiled
5.35,2.51,2.56,6.99,3.39,62.02,64.47,1.28,27.0,6.05,85.1,39.2,spoiled
5.38,2.54,2.54,6.99,3.33,62.02,62.53,1.29,27.0,6.08,85.3,39.2,spoiled
5.33,2.51,2.56,7.02,3.28,60.99,63.81,1.29,26.86,6.05,85.4,39.2,spoiled
5.31,2.45,2.56,7.05,3.27,62.02,64.47,1.28,26.86,5.95,85.5,39.2,spoiled
5.31,2.48,2.56,6.99,3.25,62.02,64.47,1.28,26.86,6.08,85.5,39.2,spoiled
5.31,2.45,2.54,7.05,3.21,62.02,63.16,1.28,26.86,6.05,85.5,39.2,spoiled
5.28,2.41,2.51,6.94,3.21,62.02,63.16,1.27,26.73,6.08,85.5,39.2,spoiled
5.28,2.42,2.54,7.02,3.17,60.99,62.53,1.24,27.14,6.1,85.4,39.2,spoiled
5.28,2.44,2.53,6.96,3.16,62.02,64.47,1.26,27.0,6.05,85.4,39.2,spoiled
5.28,2.38,2.53,6.99,3.13,60.48,67.25,1.24,26.86,6.1,85.6,39.3,spoiled
5.24,2.41,2.53,6.99,3.08,62.02,64.47,1.26,26.6,6.05,85.6,39.3,spoiled
5.26,2.36,2.5,6.94,3.04,61.5,64.47,1.23,26.86,6.08,85.6,39.3,spoiled
5.22,2.35,2.51,6.99,2.98,62.02,63.16,1.29,28.41,6.08,85.5,39.3,spoiled
5.26,2.39,2.51,6.96,2.93,62.02,64.47,1.27,26.47,6.03,85.6,39.2,spoiled
5.24,2.36,2.5,6.94,2.86,62.02,64.47,1.26,26.2,5.98,85.5,39.3,spoiled
5.22,2.35,2.47,6.91,2.83,61.5,64.47,1.23,26.33,5.95,85.6,39.2,spoiled
5.19,2.3,2.48,6.85,2.79,62.02,64.47,1.18,26.33,5.95,85.5,39.3,spoiled
5.26,2.36,2.51,6.91,2.6,60.48,63.16,1.26,26.2,6.0,85.5,39.3,spoiled
5.26,2.35,2.5,6.91,2.42,60.48,62.53,1.26,26.47,6.03,85.5,39.3,spoiled
5.4,2.36,2.62,7.16,1.97,63.09,64.47,1.35,26.86,6.23,85.5,39.3,spoiled
5.35,2.36,2.61,7.13,1.97,63.09,65.83,1.35,26.6,6.16,85.8,39.2,spoiled
5.31,2.26,2.58,7.02,1.96,62.55,65.15,1.32,26.86,6.18,86.0,39.2,spoiled
5.33,2.38,2.61,7.13,1.96,63.09,65.15,1.35,26.6,6.16,86.0,39.2,spoiled
5.35,2.33,2.59,7.05,1.96,61.5,65.15,1.32,26.86,6.21,86.0,39.2,spoiled
5.33,2.36,2.58,7.11,1.95,63.09,64.47,1.35,26.47,6.16,86.0,39.2,spoiled
5.33,2.32,2.58,6.88,1.89,61.5,63.81,1.33,26.47,6.21,86.0,39.2,spoiled
5.31,2.33,2.58,7.08,1.96,63.09,65.83,1.33,26.6,6.13,86.0,39.2,spoiled
5.33,2.3,2.54,7.02,1.94,62.02,64.47,1.33,26.73,6.18,86.0,39.2,spoiled
5.33,2.33,2.56,7.05,1.94,61.5,63.16,1.33,26.47,6.13,85.9,39.2,spoiled
5.33,2.32,2.56,7.02,1.94,60.99,63.81,1.32,26.6,6.18,85.8,39.3,spoiled
5.28,2.32,2.56,7.02,1.94,63.09,65.83,1.32,26.73,6.18,85.7,39.2,spoiled
5.54,2.3,2.53,6.99,1.94,61.5,64.47,1.31,26.47,6.16,85.7,39.3,spoiled
5.26,2.33,2.56,6.96,1.92,62.55,63.81,1.28,26.47,6.1,85.6,39.3,spoiled
5.31,2.32,2.56,7.05,1.91,61.5,63.16,1.32,26.33,6.1,85.6,39.3,spoiled
5.31,2.33,2.54,6.99,1.94,63.09,65.15,1.32,26.33,6.13,85.5,39.3,spoiled
5.31,2.33,2.54,6.96,1.94,61.5,65.83,1.32,26.47,6.1,85.5,39.2,spoiled
5.24,2.3,2.54,7.05,1.91,60.99,63.81,1.29,26.47,6.16,85.5,39.3,spoiled
5.26,2.29,2.56,7.05,1.9,61.5,63.81,1.31,26.47,6.16,85.5,39.3,spoiled
5.31,2.3,2.53,6.96,1.91,62.02,65.15,1.28,26.33,6.13,85.4,39.2,spoiled
5.26,2.3,2.54,6.96,1.91,62.02,57.81,1.29,26.6,6.16,85.4,39.3,spoiled
5.33,2.3,2.53,6.96,1.91,62.02,65.83,1.28,26.33,6.13,85.3,39.3,spoiled
5.38,2.29,2.53,6.96,1.9,61.5,63.81,1.29,26.33,6.13,85.4,39.3,spoiled
5.31,2.32,2.53,6.96,1.89,62.02,65.83,1.28,26.33,6.1,85.3,39.3,spoiled
5.24,2.29,2.54,6.99,1.9,63.09,65.15,1.28,26.33,6.16,85.3,39.3,spoiled
5.24,2.3,2.54,6.99,1.89,62.55,65.15,1.27,26.07,6.13,85.3,39.3,spoiled
5.26,2.29,2.51,6.91,1.9,62.02,64.47,1.31,25.95,6.1,85.2,39.3,spoiled
5.24,2.3,2.54,6.99,1.89,62.02,68.71,1.31,26.2,6.05,85.1,39.4,spoiled
5.22,2.27,2.54,6.99,1.87,61.5,63.81,1.28,26.2,6.1,85.1,39.3,spoiled
5.22,2.29,2.53,6.96,1.9,63.09,65.83,1.28,26.2,6.13,85.1,39.3,spoiled
5.26,2.3,2.51,6.91,1.89,60.99,63.81,1.29,25.82,6.08,85.1,39.3,spoiled
5.26,2.27,2.54,6.99,1.89,62.02,65.83,1.28,25.95,6.1,85.1,39.4,spoiled
5.26,2.27,2.53,6.91,1.89,61.5,63.81,1.27,25.95,6.13,85.1,39.4,spoiled
5.52,2.3,2.51,6.91,1.9,62.02,65.83,1.28,25.82,6.08,85.0,39.4,spoiled
5.22,2.29,2.54,6.94,1.85,62.55,65.83,1.21,26.07,6.05,85.0,39.3,spoiled
5.26,2.27,2.51,6.91,1.89,61.5,65.15,1.27,26.07,6.05,85.0,39.7,spoiled
5.22,2.29,2.53,6.91,1.86,61.5,63.81,1.29,25.69,6.03,85.1,39.4,spoiled
5.24,2.27,2.51,6.88,1.85,61.5,64.47,1.27,25.69,6.03,85.1,39.3,spoiled
5.22,2.26,2.54,6.96,1.86,62.55,65.15,1.27,25.95,6.08,85.1,39.4,spoiled
5.22,2.27,2.53,6.91,1.87,62.55,63.81,1.29,25.69,6.03,85.2,39.4,spoiled
5.22,2.29,2.51,6.94,1.84,61.5,64.47,1.27,25.82,6.05,85.3,39.3,spoiled
5.24,2.29,2.53,6.91,1.86,62.55,65.83,1.28,23.12,6.03,85.2,39.3,spoiled
5.22,2.26,2.53,6.91,1.86,63.09,65.15,1.27,25.95,6.1,85.1,39.3,spoiled
5.24,2.26,2.51,6.96,1.85,62.02,63.81,1.27,26.07,6.08,85.1,39.3,spoiled
5.24,2.27,2.53,6.91,1.86,62.02,65.15,1.27,25.95,6.03,85.1,39.4,spoiled
5.24,2.26,2.51,6.96,1.85,63.09,64.47,1.28,25.82,6.03,85.1,39.4,spoiled
5.24,2.29,2.53,6.94,1.85,63.09,65.83,1.28,25.82,6.03,85.1,39.4,spoiled
5.26,2.24,2.51,6.88,1.85,62.02,63.81,1.27,25.95,6.08,85.0,39.3,spoiled
5.24,2.24,2.5,6.88,1.85,63.09,65.83,1.28,26.86,6.08,85.0,39.4,spoiled
5.24,2.26,2.51,6.94,1.83,61.5,65.15,1.27,26.07,6.05,85.0,39.4,spoiled
5.24,2.23,2.51,6.94,1.84,60.99,63.81,1.27,25.69,6.08,85.0,39.4,spoiled
5.26,2.26,2.5,6.91,1.84,62.02,65.83,1.26,25.44,6.05,85.0,39.4,spoiled
5.33,2.26,2.5,6.91,1.83,60.99,63.81,1.27,25.44,6.05,85.0,39.4,spoiled
