MQ136,MQ137,MQ5,MQ8,Humidity,Temperature,Label
41.5,18.75,12.67,30.69,51.8,26.3,reject
41.76,19.07,12.74,30.72,52.1,26.3,reject
41.5,18.99,12.98,31.32,52.0,26.3,reject
41.5,19.07,12.99,31.34,52.3,26.3,reject
41.76,18.75,12.68,30.71,51.8,26.3,reject
41.76,18.91,12.67,30.69,51.4,26.3,reject
41.5,18.99,12.92,31.17,51.7,26.3,reject
41.76,18.59,12.67,30.68,51.4,26.2,reject
41.24,18.99,12.86,31.08,51.5,26.3,reject
41.76,18.91,12.68,30.74,51.8,26.3,reject
41.76,18.91,12.69,30.68,51.8,26.3,reject
40.99,18.91,12.8,30.9,51.2,26.2,reject
41.76,18.99,12.74,30.09,52.2,26.3,reject
40.99,18.99,12.89,31.1,52.1,26.3,reject
41.5,18.59,12.67,30.74,51.8,26.3,reject
41.5,18.99,12.72,30.7,51.9,26.3,reject
41.76,18.91,12.68,30.65,51.2,26.3,reject
41.5,18.67,12.66,30.67,51.2,26.2,reject
41.5,18.91,12.92,31.08,51.3,26.2,reject
41.5,18.51,12.74,30.78,51.5,26.3,reject
41.5,18.67,12.63,30.71,51.4,26.2,reject
41.5,18.67,12.86,31.08,52.0,26.3,reject
41.5,19.07,12.92,31.16,51.8,26.3,reject
41.5,18.59,12.86,31.05,52.3,26.3,reject
41.76,18.99,12.74,30.73,52.1,26.3,reject
41.24,18.99,12.98,31.29,52.3,26.3,reject
41.5,19.07,12.98,31.14,52.2,26.3,reject
41.24,19.16,12.9,31.11,52.0,26.3,reject
41.76,18.67,12.64,30.72,51.6,26.3,reject
41.5,19.16,13.02,31.35,52.3,26.3,reject
41.5,18.43,12.74,30.81,51.5,26.3,reject
41.5,18.83,12.68,30.67,51.8,26.3,reject
41.24,18.99,12.86,31.09,51.3,26.2,reject
41.5,18.83,12.74,30.81,52.2,26.3,reject
41.76,18.99,12.63,30.47,51.1,26.2,reject
41.5,18.51,12.8,30.85,51.8,26.3,reject
41.76,18.99,12.98,31.15,52.3,26.3,reject
40.99,18.99,12.87,30.98,52.1,26.3,reject
41.5,18.43,12.74,30.7,52.0,26.3,reject
41.76,18.99,12.69,30.71,51.9,26.3,reject
41.76,18.91,12.69,30.68,51.8,26.3,reject
41.5,18.59,12.8,30.9,51.8,26.3,reject
41.5,18.67,12.68,30.68,51.9,26.3,reject
41.5,19.07,12.98,31.22,52.2,26.3,reject
41.5,18.75,12.87,31.0,51.3,26.2,reject
41.24,18.99,12.86,31.13,51.8,26.3,reject
40.99,19.07,12.92,31.11,52.2,26.3,reject
41.5,18.59,12.71,30.81,52.2,26.3,reject
41.24,19.07,12.92,31.06,51.8,26.3,reject
41.5,18.99,12.92,31.12,51.8,26.3,reject
41.76,18.99,12.69,30.79,52.0,26.3,reject
41.76,18.99,12.68,30.77,51.6,26.3,reject
41.76,18.91,12.92,31.11,51.3,26.2,reject
41.5,18.67,12.86,30.99,51.7,26.3,reject
41.5,18.67,12.63,30.68,51.4,26.3,reject
41.24,18.91,12.81,30.99,51.4,26.2,reject
41.76,18.99,12.98,31.32,52.0,26.3,reject
41.76,18.99,12.65,30.69,51.2,26.2,reject
41.24,19.07,12.92,31.14,51.7,26.3,reject
41.24,19.07,12.92,31.13,52.2,26.3,reject
41.24,18.67,12.72,30.77,52.2,26.3,reject
40.99,18.99,12.98,31.2,52.5,26.3,reject
40.99,18.91,12.85,31.06,51.7,26.3,reject
41.5,18.51,12.68,30.75,51.5,26.3,reject
41.5,18.83,12.69,30.84,52.2,26.3,reject
41.5,18.51,12.74,30.89,51.7,26.2,reject
41.5,18.67,12.63,30.68,51.6,26.3,reject
41.5,18.43,12.68,30.69,51.5,26.3,reject
41.5,18.83,12.68,30.69,51.7,26.3,reject
40.99,18.99,12.91,31.08,52.3,26.3,reject
41.24,18.91,12.82,30.92,51.2,26.2,reject
40.99,18.91,12.8,30.91,51.3,26.2,reject
41.76,18.83,12.92,31.1,52.2,26.3,reject
41.76,18.75,12.63,30.68,51.3,26.2,reject
41.76,18.67,12.64,30.47,51.2,26.2,reject
41.5,18.67,12.67,30.59,51.8,26.3,reject
41.5,18.59,12.63,30.68,51.5,26.3,reject
41.5,18.75,12.68,30.68,51.7,26.3,reject
41.76,18.83,12.66,30.69,51.4,26.3,reject
41.76,18.91,12.74,30.84,52.2,26.3,reject
41.24,18.91,12.8,30.91,51.5,26.3,reject
40.99,18.99,12.91,31.11,52.2,26.3,reject
41.76,18.91,12.69,30.8,52.0,26.3,reject
41.5,18.67,12.69,30.88,51.8,26.3,reject
41.76,18.91,12.63,30.68,51.2,26.2,reject
41.24,18.99,12.86,30.99,51.3,26.3,reject
40.99,18.99,12.86,31.12,51.8,26.3,reject
40.99,19.07,12.89,31.14,51.8,26.3,reject
41.24,19.07,12.86,31.03,51.2,26.2,reject
41.5,18.51,12.63,30.59,51.5,26.3,reject
41.76,18.75,12.63,30.68,51.4,26.3,reject
41.5,18.51,12.76,30.9,52.3,26.3,reject
41.5,18.59,12.69,30.9,51.6,26.3,reject
41.5,18.51,12.68,30.67,51.3,26.3,reject
41.5,18.51,12.69,30.77,51.9,26.3,reject
41.76,18.99,12.68,30.74,51.4,26.3,reject
41.5,18.59,12.67,30.75,51.6,26.3,reject
41.24,18.91,12.79,30.71,51.0,26.2,reject
41.5,18.67,12.74,30.9,52.4,26.3,reject
41.76,18.91,12.92,31.1,51.3,26.2,reject
41.5,18.51,12.69,30.85,51.6,26.2,reject
41.5,18.51,12.82,30.91,52.5,26.3,reject
41.76,18.75,12.69,30.68,51.9,26.3,reject
41.5,18.99,12.92,31.13,51.3,26.2,reject
41.5,18.43,12.68,30.49,51.2,26.2,reject
40.99,18.91,12.86,30.89,51.8,26.3,reject
41.5,18.83,12.69,30.71,52.0,26.3,reject
41.5,18.75,12.74,30.77,52.2,26.3,reject
41.76,18.99,12.97,31.19,51.8,26.3,reject
41.24,19.16,12.92,31.12,52.0,26.3,reject
41.24,18.91,12.77,30.9,51.1,26.2,reject
41.76,18.99,12.92,31.13,51.4,26.2,reject
41.5,19.07,12.97,31.18,51.7,26.3,reject
41.5,18.75,12.66,30.69,51.7,26.3,reject
40.99,18.99,12.86,31.08,51.7,26.3,reject
41.5,18.43,12.74,30.83,52.3,26.3,reject
41.5,18.43,12.68,30.67,51.3,26.2,reject
41.24,18.99,12.9,31.13,51.9,26.3,reject
41.5,18.75,12.68,30.71,52.0,26.3,reject
41.5,18.99,12.9,31.14,51.6,26.3,reject
41.24,18.91,12.85,31.02,51.8,26.3,reject
41.5,18.91,12.68,30.7,52.0,26.3,reject
41.5,18.59,12.64,30.68,51.6,26.3,reject
41.5,18.51,12.68,30.69,51.4,26.3,reject
41.76,18.91,12.97,31.2,52.0,26.3,reject
41.5,18.75,12.63,30.68,51.3,26.3,reject
40.99,18.91,12.82,31.04,51.4,26.2,reject
41.24,19.07,12.91,31.11,51.8,26.3,reject
41.5,18.99,12.92,31.07,51.5,26.2,reject
40.99,19.07,12.92,31.11,52.3,26.3,reject
41.24,18.83,12.8,30.87,51.3,26.2,reject
41.5,18.59,12.74,30.77,52.4,26.3,reject
40.99,18.83,12.79,30.91,51.7,26.3,reject
41.24,18.91,12.85,30.89,51.8,26.3,reject
41.5,18.99,12.92,31.1,51.4,26.2,reject
41.5,18.99,12.92,31.14,51.8,26.3,reject
41.5,18.67,12.86,30.96,52.3,26.3,reject
41.5,18.83,12.73,30.73,52.2,26.3,reject
41.5,18.59,12.74,30.84,52.3,26.3,reject
41.5,18.83,12.68,30.73,51.7,26.3,reject
41.5,18.91,12.98,31.14,52.4,26.3,reject
41.5,19.07,13.02,31.34,52.3,26.3,reject
40.99,18.91,12.87,31.04,52.3,26.3,reject
41.5,18.67,12.68,30.71,51.8,26.3,reject
41.76,18.83,12.63,30.62,51.2,26.2,reject
41.24,18.99,12.92,31.08,52.1,26.3,reject
41.76,18.99,12.98,31.23,52.4,26.3,reject
41.5,18.67,12.68,30.68,51.8,26.3,reject
41.5,18.59,12.68,30.69,51.9,26.3,reject
41.76,18.83,12.63,30.69,51.4,26.2,reject
41.5,18.51,12.69,30.87,51.6,26.3,reject
41.24,18.91,12.84,30.91,51.2,26.2,reject
41.76,19.07,12.69,30.79,51.7,26.3,reject
41.24,19.24,12.98,31.2,52.1,26.3,reject
41.5,18.83,12.74,30.89,52.2,26.3,reject
40.99,18.99,12.82,30.98,51.6,26.2,reject
41.5,18.43,12.63,30.69,51.5,26.3,reject
40.99,18.91,12.8,30.91,52.0,26.3,reject
41.5,18.59,12.74,30.87,52.2,26.3,reject
41.76,18.99,12.92,31.12,51.3,26.2,reject
41.24,19.16,12.92,31.13,51.5,26.2,reject
41.76,18.99,12.72,30.81,51.8,26.3,reject
41.76,18.75,12.63,30.69,51.4,26.3,reject
41.76,18.91,12.69,30.69,51.8,26.3,reject
41.5,18.99,12.92,31.14,51.4,26.2,reject
41.5,18.51,12.68,30.83,51.5,26.2,reject
41.5,19.16,13.03,31.28,52.4,26.3,reject
41.5,18.43,12.74,30.82,51.8,26.3,reject
41.5,19.07,12.93,31.19,51.7,26.2,reject
41.76,18.91,12.68,30.71,51.6,26.3,reject
41.5,18.59,12.7,30.74,52.3,26.3,reject
41.5,19.07,12.92,31.13,51.3,26.2,reject
41.76,18.91,12.64,30.69,51.4,26.3,reject
41.5,18.99,12.72,30.71,52.1,26.3,reject
41.5,19.07,12.98,31.14,52.0,26.3,reject
41.5,18.67,12.63,30.66,51.2,26.2,reject
41.5,18.91,12.92,31.16,51.8,26.3,reject
41.5,18.51,12.74,30.9,51.6,26.3,reject
41.24,18.99,12.9,31.0,51.5,26.2,reject
41.24,18.99,12.83,31.03,51.4,26.3,reject
41.5,18.59,12.63,30.69,51.4,26.2,reject
41.5,18.99,13.0,31.29,52.3,26.3,reject
41.76,18.91,12.69,30.77,51.8,26.3,reject
41.24,18.99,12.92,31.16,51.9,26.3,reject
41.5,18.83,12.92,31.06,51.8,26.3,reject
41.76,18.59,12.63,30.46,51.2,26.2,reject
40.99,18.83,12.74,30.91,51.3,26.3,reject
41.5,18.59,12.86,31.06,51.9,26.3,reject
41.5,18.43,12.68,30.66,51.4,26.2,reject
40.99,18.99,12.91,30.91,51.8,26.3,reject
41.5,18.67,12.66,30.69,51.3,26.2,reject
41.5,18.99,12.96,31.23,51.9,26.3,reject
40.99,19.07,12.84,30.92,51.1,26.2,reject
41.24,19.16,12.86,31.08,51.5,26.2,reject
41.24,18.67,12.69,30.71,52.1,26.3,reject
40.99,19.07,12.9,31.05,52.0,26.3,reject
41.76,18.75,12.63,30.65,51.2,26.2,reject
41.24,19.07,12.98,31.2,52.4,26.3,reject
41.76,18.91,12.74,30.88,52.1,26.3,reject
41.5,18.51,12.74,30.9,51.6,26.3,reject
41.76,18.91,12.68,30.82,51.5,26.3,reject
41.5,18.75,12.63,30.69,51.4,26.3,reject
41.76,18.91,12.68,30.49,51.2,26.2,reject
41.76,18.99,12.68,30.73,51.7,26.3,reject
41.24,18.99,12.86,31.11,51.8,26.3,reject
41.5,18.59,12.68,30.77,51.8,26.3,reject
41.24,19.16,12.92,31.14,51.8,26.3,reject
41.76,18.99,12.74,30.72,51.9,26.3,reject
40.99,18.99,12.91,31.12,52.2,26.3,reject
41.5,18.59,12.71,30.77,52.3,26.3,reject
41.24,19.07,12.98,31.13,52.0,26.3,reject
41.24,19.16,12.98,31.29,52.4,26.3,reject
41.24,18.99,12.85,30.9,51.4,26.3,reject
41.5,19.07,12.98,31.28,52.2,26.3,reject
41.5,18.51,12.83,30.91,52.4,26.3,reject
41.24,18.99,12.88,31.12,51.5,26.2,reject
41.5,18.67,12.68,30.7,51.8,26.3,reject
41.5,18.59,12.8,30.92,51.8,26.3,reject
41.24,18.91,12.8,31.02,51.5,26.3,reject
41.76,18.91,12.65,30.64,51.2,26.3,reject
41.5,18.43,12.71,30.67,51.8,26.3,reject
42.29,18.83,12.68,30.71,51.8,26.3,reject
41.24,19.07,12.88,31.12,51.3,26.2,reject
41.76,18.99,12.68,30.48,51.2,26.2,reject
41.5,19.07,12.91,31.13,51.7,26.3,reject
41.5,18.83,12.63,30.69,51.7,26.3,reject
41.5,18.99,12.98,31.19,52.2,26.3,reject
41.5,18.59,12.69,30.69,52.1,26.3,reject
41.24,18.99,12.98,31.19,52.3,26.3,reject
41.76,19.07,12.98,31.24,52.2,26.3,reject
41.5,18.59,12.8,30.9,52.2,26.3,reject
41.76,18.67,12.68,30.68,51.4,26.2,reject
41.5,18.51,12.73,30.67,51.8,26.3,reject
40.99,19.16,12.92,31.14,52.2,26.3,reject
41.76,19.07,13.02,31.35,52.5,26.3,reject
41.76,18.51,12.69,30.49,51.2,26.2,reject
41.5,18.59,12.8,30.9,52.3,26.3,reject
41.24,18.99,12.83,30.91,51.5,26.3,reject
41.76,18.83,12.63,30.47,51.2,26.2,reject
41.5,18.43,12.74,30.86,52.3,26.3,reject
41.24,19.16,12.98,31.17,52.3,26.3,reject
41.24,19.07,12.98,31.2,52.4,26.3,reject
41.5,18.99,12.92,31.17,51.6,26.3,reject
41.24,19.07,12.91,31.09,51.8,26.3,reject
41.5,19.07,12.92,31.16,51.6,26.3,reject
41.5,18.43,12.74,30.71,51.7,26.2,reject
41.5,18.51,12.74,30.69,52.0,26.3,reject
41.5,18.51,12.78,30.82,51.5,26.2,reject
41.5,18.67,12.63,30.46,51.2,26.2,reject
40.99,18.75,12.8,30.9,52.0,26.3,reject
41.5,18.51,12.8,30.91,51.7,26.3,reject
41.5,18.59,12.68,30.49,51.2,26.3,reject
41.24,18.51,12.74,30.91,52.4,26.3,reject
41.5,19.07,12.98,31.18,52.1,26.3,reject
41.5,18.75,12.74,30.84,52.2,26.3,reject
41.5,18.51,12.69,30.69,52.0,26.3,reject
41.5,18.67,12.91,31.06,52.3,26.3,reject
41.5,18.75,12.68,30.68,51.6,26.3,reject
41.5,18.67,12.74,30.88,52.2,26.3,reject
41.24,18.99,12.92,31.14,51.6,26.3,reject
41.5,18.59,12.8,30.9,52.1,26.3,reject
41.5,18.67,12.68,30.74,51.8,26.3,reject
41.76,18.83,12.69,30.75,51.8,26.3,reject
40.99,18.91,12.86,30.98,52.2,26.3,reject
41.5,19.07,12.92,31.18,51.5,26.3,reject
41.24,18.99,12.92,31.08,51.8,26.3,reject
41.5,18.59,12.74,30.9,52.3,26.3,reject
41.76,18.75,12.68,30.67,51.8,26.3,reject
41.24,18.99,12.84,30.9,51.2,26.2,reject
41.5,18.67,12.68,30.65,51.8,26.3,reject
41.5,18.67,12.63,30.68,51.3,26.2,reject
40.99,18.91,12.81,30.96,51.8,26.3,reject
41.5,18.51,12.63,30.64,51.5,26.3,reject
41.76,18.99,12.72,30.88,51.8,26.3,reject
41.24,19.07,12.86,31.08,51.5,26.3,reject
41.5,18.43,12.69,30.68,51.5,26.3,reject
41.5,18.59,12.74,30.87,52.3,26.3,reject
41.76,18.99,12.69,30.84,51.8,26.3,reject
41.5,18.83,12.74,30.88,52.1,26.3,reject
41.76,18.83,12.69,30.71,51.9,26.3,reject
41.5,18.59,12.86,30.93,52.4,26.3,reject
41.24,19.24,12.98,31.25,52.2,26.3,reject
41.5,18.67,12.74,30.75,52.1,26.3,reject
41.76,18.91,12.74,30.85,52.1,26.3,reject
41.76,19.07,12.98,31.32,51.9,26.3,reject
41.76,18.99,12.97,31.13,51.9,26.3,reject
40.99,18.91,12.86,30.94,52.1,26.3,reject
41.5,18.43,12.69,30.72,51.9,26.3,reject
40.99,19.07,12.92,31.06,52.5,26.3,reject
40.99,18.75,12.86,31.03,53.1,26.3,reject
41.5,18.91,12.98,31.13,52.6,26.3,reject
41.5,18.83,12.74,30.89,52.6,26.3,reject
41.5,18.91,12.74,30.68,52.5,26.3,reject
40.99,18.75,12.68,30.81,52.8,26.3,reject
41.5,18.67,12.92,31.06,52.5,26.3,reject
40.73,19.07,12.93,31.14,52.8,26.3,reject
41.24,18.91,12.69,30.68,52.6,26.3,reject
40.99,18.83,12.66,30.71,52.9,26.3,reject
40.48,18.83,12.75,30.89,52.8,26.3,reject
41.5,18.51,12.74,30.81,52.5,26.3,reject
41.76,19.07,12.74,30.74,52.4,26.3,reject
40.99,18.51,12.8,30.92,52.8,26.3,reject
41.24,18.75,12.74,30.69,52.6,26.3,reject
40.99,18.99,12.93,31.13,52.9,26.3,reject
41.5,18.67,12.74,30.68,52.5,26.3,reject
41.5,18.75,12.74,30.7,52.5,26.3,reject
40.99,19.07,12.97,31.27,53.0,26.3,reject
41.24,19.16,13.01,31.18,52.8,26.3,reject
41.24,19.24,13.0,31.31,52.5,26.3,reject
40.99,19.16,12.96,31.09,52.6,26.3,reject
40.99,18.59,12.63,30.68,52.9,26.3,reject
41.5,18.83,12.73,30.68,52.4,26.3,reject
40.73,19.16,12.91,31.08,52.6,26.3,reject
41.5,18.91,12.74,30.72,52.5,26.3,reject
41.24,18.59,12.75,30.78,52.5,26.3,reject
40.99,18.51,12.68,30.69,53.0,26.3,reject
41.5,18.67,12.74,30.69,52.5,26.3,reject
40.99,18.59,12.74,30.89,52.8,26.3,reject
41.24,18.91,12.98,31.14,52.8,26.3,reject
41.24,19.07,12.98,31.28,52.9,26.3,reject
40.73,18.99,12.92,31.16,52.9,26.3,reject
40.48,18.91,12.86,31.09,52.8,26.3,reject
41.76,19.16,13.04,31.35,52.5,26.3,reject
41.76,18.91,12.73,30.69,52.3,26.3,reject
41.5,18.83,12.74,30.77,52.4,26.3,reject
40.99,19.07,12.88,31.05,52.5,26.3,reject
40.99,18.67,12.68,30.7,52.8,26.3,reject
40.99,19.07,12.98,31.13,52.6,26.3,reject
40.73,18.91,12.86,30.91,52.5,26.3,reject
41.24,18.51,12.85,30.9,52.6,26.3,reject
40.73,19.07,12.97,31.16,52.8,26.3,reject
41.24,18.99,12.98,31.15,52.8,26.3,reject
40.99,19.16,12.98,31.23,52.8,26.3,reject
41.5,19.16,13.04,31.33,52.7,26.3,reject
40.48,18.91,12.83,30.9,52.9,26.3,reject
40.99,18.83,12.67,30.71,52.9,26.3,reject
41.5,18.83,12.74,30.84,52.6,26.3,reject
40.99,18.99,12.89,31.04,52.4,26.3,reject
41.5,18.75,12.92,31.08,52.6,26.3,reject
40.99,19.07,12.91,30.93,52.5,26.3,reject
41.5,18.99,13.0,31.18,52.7,26.3,reject
41.5,18.83,12.97,31.09,52.7,26.3,reject
41.5,18.83,12.75,30.76,52.5,26.3,reject
40.99,18.35,12.74,30.85,52.9,26.3,reject
41.5,18.43,12.77,30.87,52.5,26.3,reject
40.73,19.07,12.92,31.1,52.7,26.3,reject
40.99,18.51,12.8,30.91,53.1,26.3,reject
40.99,18.83,12.68,30.79,52.9,26.3,reject
41.5,18.67,12.88,31.05,52.5,26.3,reject
41.5,18.99,12.74,30.7,52.6,26.3,reject
41.5,18.99,13.04,31.2,52.6,26.3,reject
40.99,19.07,12.92,31.09,52.5,26.3,reject
40.73,18.99,12.86,31.08,52.9,26.3,reject
41.5,18.51,12.8,30.9,52.6,26.3,reject
40.99,18.67,12.68,30.77,53.0,26.3,reject
41.5,19.07,12.75,30.85,52.5,26.3,reject
40.99,18.43,12.68,30.79,52.9,26.3,reject
41.5,18.59,12.86,30.91,52.5,26.3,reject
40.99,19.07,12.97,31.13,52.5,26.3,reject
40.99,19.16,12.97,31.1,52.5,26.3,reject
41.24,19.07,12.98,31.23,52.5,26.3,reject
40.48,18.99,12.86,31.11,53.0,26.3,reject
40.99,18.75,12.68,30.71,52.8,26.3,reject
41.5,18.83,12.74,30.74,52.5,26.3,reject
40.99,18.43,12.74,30.86,52.8,26.3,reject
41.5,18.99,12.99,31.16,52.6,26.3,reject
41.24,19.24,13.03,31.26,52.5,26.3,reject
41.24,18.91,12.74,30.72,52.7,26.3,reject
41.24,18.67,12.8,30.87,52.7,26.3,reject
40.99,18.99,12.98,31.12,52.8,26.3,reject
40.99,18.91,12.92,31.02,52.5,26.3,reject
41.24,18.67,12.91,30.98,52.7,26.3,reject
41.24,19.24,13.03,31.17,52.7,26.3,reject
40.73,19.07,12.86,31.06,52.6,26.3,reject
40.48,18.91,12.8,30.95,52.8,26.3,reject
41.24,18.59,12.8,30.87,52.6,26.3,reject
41.24,18.83,12.69,30.69,52.6,26.3,reject
41.5,18.99,12.74,30.72,52.7,26.4,reject
40.73,19.07,12.91,31.13,53.0,26.3,reject
41.24,18.83,12.68,30.71,52.8,26.3,reject
40.99,19.07,12.98,31.32,53.0,26.3,reject
40.99,18.67,12.69,30.72,52.8,26.3,reject
40.99,18.83,12.68,30.8,52.8,26.3,reject
40.48,19.07,12.86,31.05,52.8,26.3,reject
41.5,18.91,12.73,30.7,52.6,26.3,reject
40.48,19.07,12.92,31.13,52.9,26.3,reject
40.99,18.75,12.92,31.1,52.9,26.3,reject
40.99,18.43,12.74,30.9,52.9,26.3,reject
41.76,19.07,12.74,30.77,52.5,26.3,reject
41.24,19.07,12.99,31.16,52.8,26.3,reject
41.24,18.59,12.74,30.89,52.7,26.3,reject
40.99,18.51,12.74,30.84,52.8,26.3,reject
41.5,18.91,12.74,30.69,52.5,26.3,reject
41.5,18.99,12.74,30.75,52.6,26.3,reject
40.99,19.07,12.98,31.22,52.8,26.3,reject
40.99,18.59,12.68,30.7,53.0,26.3,reject
40.99,18.51,12.83,30.95,52.9,26.3,reject
40.99,18.43,12.77,30.9,52.8,26.3,reject
40.99,19.16,13.02,31.25,52.8,26.3,reject
41.24,18.51,12.85,30.9,52.7,26.3,reject
41.24,19.16,12.98,31.19,52.5,26.3,reject
41.5,18.91,12.74,30.74,52.5,26.3,reject
40.73,18.99,12.86,30.91,52.5,26.3,reject
41.5,18.59,12.8,30.9,52.6,26.3,reject
41.5,18.99,12.98,31.29,52.5,26.3,reject
41.5,18.75,12.74,30.82,52.4,26.3,reject
41.5,18.91,12.74,30.74,52.5,26.3,reject
40.99,19.07,12.98,31.25,53.0,26.3,reject
41.5,18.91,12.74,30.74,52.5,26.3,reject
40.99,18.99,12.97,31.16,52.9,26.3,reject
40.99,18.91,12.92,31.13,53.1,26.3,reject
40.99,18.43,12.74,30.9,52.9,26.3,reject
40.99,19.07,13.04,31.18,52.9,26.3,reject
41.5,18.83,12.74,30.71,52.6,26.3,reject
40.48,19.07,12.86,31.08,52.9,26.3,reject
40.99,18.59,12.8,30.91,53.1,26.3,reject
41.5,18.59,12.81,30.9,52.7,26.3,reject
41.5,18.67,12.92,31.05,52.6,26.3,reject
41.24,18.43,12.8,30.86,52.6,26.3,reject
40.99,19.07,12.98,31.14,52.8,26.3,reject
41.5,18.99,13.03,31.21,52.6,26.3,reject
41.5,18.99,12.74,30.74,52.6,26.3,reject
40.99,18.51,12.73,30.7,52.7,26.3,reject
41.24,18.99,12.94,31.14,53.1,26.3,reject
41.5,18.51,12.74,30.71,52.5,26.3,reject
40.99,19.07,12.92,31.09,52.4,26.3,reject
40.99,19.07,12.97,31.2,53.1,26.3,reject
40.73,18.99,12.92,31.09,52.8,26.3,reject
41.24,18.99,12.68,30.75,52.9,26.3,reject
40.73,18.99,12.92,31.13,53.1,26.3,reject
40.48,19.07,12.89,31.13,52.9,26.3,reject
40.99,18.75,12.68,30.69,52.8,26.3,reject
41.5,18.99,12.74,30.72,52.4,26.3,reject
40.99,19.07,12.98,31.2,53.1,26.3,reject
41.5,18.83,12.96,31.13,52.7,26.3,reject
40.48,18.91,12.8,30.92,52.9,26.3,reject
40.48,18.91,12.85,30.93,52.5,26.3,reject
41.24,18.75,12.74,30.87,52.7,26.3,reject
40.73,18.91,12.86,30.91,52.5,26.3,reject
41.24,18.59,12.68,30.71,52.9,26.3,reject
40.99,18.67,12.69,30.79,52.8,26.3,reject
41.24,18.59,12.74,30.82,52.6,26.3,reject
41.76,19.07,12.74,30.85,52.3,26.3,reject
40.99,18.67,12.68,30.81,53.0,26.3,reject
40.73,19.16,12.98,31.14,52.8,26.3,reject
41.76,19.07,12.75,30.75,52.4,26.3,reject
41.24,19.16,13.0,31.31,52.5,26.3,reject
41.76,18.99,12.74,30.7,52.3,26.3,reject
41.24,18.99,12.98,31.14,52.8,26.3,reject
40.73,19.16,12.96,31.11,52.7,26.3,reject
40.99,18.43,12.68,30.71,52.9,26.3,reject
40.99,19.16,12.92,31.1,52.4,26.3,reject
40.99,18.75,12.92,31.13,52.9,26.3,reject
41.24,18.75,12.92,31.07,52.7,26.3,reject
40.99,19.07,12.91,30.99,52.6,26.3,reject
40.99,18.99,12.97,31.22,53.0,26.3,reject
40.99,18.75,12.68,30.69,52.9,26.3,reject
41.5,18.67,12.74,30.78,52.5,26.3,reject
40.99,19.16,12.99,31.21,52.8,26.3,reject
40.99,18.67,12.86,31.02,52.9,26.3,reject
40.99,18.99,12.91,30.95,52.5,26.3,reject
40.73,18.51,12.69,30.76,53.1,26.3,reject
40.73,18.99,12.92,31.11,52.8,26.3,reject
40.73,19.07,12.92,31.12,52.8,26.3,reject
40.73,19.07,12.92,31.05,52.6,26.3,reject
41.24,18.83,12.68,30.7,52.7,26.3,reject
40.73,19.07,12.92,31.15,53.1,26.3,reject
41.5,19.07,12.99,31.26,52.5,26.3,reject
40.99,18.59,12.68,30.69,53.0,26.3,reject
40.99,18.99,12.98,31.16,52.8,26.3,reject
41.5,18.99,12.75,30.82,52.5,26.3,reject
40.73,18.91,12.86,30.91,52.5,26.3,reject
41.5,18.83,12.74,30.69,52.5,26.3,reject
40.48,19.07,12.92,31.14,53.0,26.3,reject
41.24,18.51,12.74,30.69,52.5,26.3,reject
40.73,18.51,12.68,30.7,53.0,26.3,reject
41.5,18.83,12.74,30.69,52.5,26.3,reject
40.73,19.07,12.92,31.02,52.6,26.3,reject
41.5,18.91,12.74,30.68,52.5,26.3,reject
41.24,18.91,12.73,30.69,52.6,26.3,reject
41.24,18.99,12.73,30.7,52.6,26.3,reject
41.5,18.67,12.74,30.69,52.5,26.3,reject
40.48,18.91,12.87,31.05,52.7,26.3,reject
40.48,18.99,12.92,31.13,52.9,26.3,reject
41.24,18.75,12.68,30.78,52.8,26.3,reject
40.99,18.51,12.74,30.9,52.8,26.3,reject
41.24,18.83,12.74,30.75,52.7,26.3,reject
40.48,18.99,12.8,30.98,52.8,26.3,reject
40.48,18.75,12.8,30.9,52.5,26.3,reject
41.24,19.07,12.98,31.14,52.8,26.3,reject
41.5,18.99,12.98,31.14,52.7,26.3,reject
40.99,18.67,12.65,30.69,52.8,26.3,reject
40.48,18.67,12.75,30.88,52.6,26.3,reject
40.99,19.07,12.92,30.94,52.4,26.3,reject
41.24,19.07,12.98,31.19,52.8,26.3,reject
40.73,19.07,12.85,31.0,52.9,26.3,reject
41.5,18.99,13.01,31.17,52.7,26.3,reject
40.73,19.07,12.87,31.13,52.8,26.3,reject
40.99,19.16,12.92,31.07,52.6,26.3,reject
40.73,19.07,12.9,31.11,52.8,26.3,reject
41.5,18.91,12.74,30.7,52.5,26.3,reject
40.99,19.07,12.97,31.2,52.9,26.3,reject
40.99,19.16,12.99,31.18,52.6,26.3,reject
41.5,18.91,12.74,30.81,52.3,26.3,reject
41.24,18.59,12.74,30.78,52.6,26.3,reject
41.5,19.07,13.03,31.26,52.5,26.3,reject
40.73,19.07,12.92,31.05,52.6,26.3,reject
40.99,18.99,12.98,31.2,52.9,26.3,reject
41.24,18.91,12.69,30.81,52.7,26.3,reject
40.99,18.51,12.66,30.71,52.9,26.3,reject
40.99,19.16,12.98,31.13,52.5,26.3,reject
41.5,18.91,12.74,30.69,52.5,26.3,reject
40.73,19.07,12.91,31.08,52.6,26.3,reject
40.99,18.51,12.85,30.9,52.8,26.3,reject
40.99,18.75,12.64,30.68,52.9,26.3,reject
41.5,18.67,12.74,30.71,52.5,26.3,reject
41.5,18.67,12.92,31.04,52.6,26.3,reject
